carat,cut,color,clarity,table,x,y,z,price_new
0.39,Ideal,E,VVS2,57,4.72,4.74,2.86,650
0.59,Ideal,I,VS2,54,5.4,5.43,3.36,650
0.32,Ideal,E,IF,57,4.4,4.43,2.7,650
0.38,Ideal,E,IF,55,4.68,4.7,2.88,650
0.51,Very Good,I,VS1,59,5.1,5.14,3.2,650.5
0.51,Ideal,I,VS1,56,5.1,5.13,3.16,650.5
0.59,Very Good,F,SI2,57,5.32,5.28,3.36,650.5
0.5,Very Good,H,VS2,58,5.05,5.12,3.17,651
0.46,Premium,E,VS2,58,4.99,4.95,3.09,651
0.61,Premium,F,SI2,58,5.44,5.52,3.34,651.5
0.61,Good,I,VS2,55,5.42,5.46,3.45,651.5
0.61,Ideal,F,SI2,57,5.38,5.44,3.37,651.5
0.53,Ideal,E,SI1,54,5.21,5.25,3.2,651.5
0.52,Premium,E,SI1,59,5.3,5.21,3.1,651.5
0.35,Ideal,D,VVS1,55,4.62,4.59,2.81,651.5
0.51,Very Good,E,SI1,57,5.06,5.11,3.2,652
0.51,Very Good,E,SI1,61,5.13,5.16,3.15,652
0.51,Good,E,SI1,59,5.05,5.09,3.21,652
0.56,Premium,G,SI1,58,5.23,5.29,3.28,652
0.51,Fair,D,SI1,55,5.05,5.01,3.28,652
0.54,Ideal,I,VS1,58,5.24,5.29,3.22,652
0.57,Ideal,H,SI1,60,5.33,5.35,3.29,652
0.5,Ideal,F,SI1,55,5.08,5.12,3.16,652
0.41,Ideal,F,IF,56,4.79,4.83,2.97,652
0.43,Ideal,H,IF,55,4.87,4.84,3.02,652
0.43,Ideal,E,VVS2,57,4.87,4.84,3.01,652
0.43,Premium,E,VVS2,57,4.92,4.89,2.98,652
0.51,Very Good,E,SI1,56,5.07,5.1,3.21,652.5
0.59,Ideal,E,SI2,57,5.32,5.37,3.34,652.5
0.71,Premium,J,SI2,54,5.74,5.7,3.53,652.5
0.6,Fair,G,SI1,56,5.27,5.24,3.39,652.5
0.5,Ideal,F,SI2,55,5.12,5.09,3.16,652.5
0.5,Very Good,D,SI2,55,5.14,5.16,3.13,653
0.46,Ideal,G,VVS2,54.4,4.93,4.98,3.09,653
0.5,Ideal,H,VS2,55,5.16,5.21,3.13,653
0.61,Ideal,G,SI2,56,5.49,5.59,3.35,653
0.6,Good,J,VS1,60.5,5.5,5.57,3.26,653
0.6,Good,F,SI2,62,5.33,5.4,3.32,653
0.52,Premium,G,SI1,60,5.22,5.2,3.11,653
0.53,Very Good,D,SI2,56,5.23,5.26,3.16,653.5
0.42,Ideal,E,VVS1,56,4.88,4.91,2.92,653.5
0.54,Ideal,F,SI1,56,5.23,5.29,3.22,653.5
0.46,Good,F,VVS1,55,4.77,4.82,3.19,653.5
0.58,Premium,G,SI2,59,5.4,5.36,3.29,653.5
0.53,Premium,E,SI1,60,5.27,5.17,3.25,653.5
0.61,Premium,D,SI2,57,5.48,5.4,3.31,654
0.51,Very Good,F,SI1,56,5.05,5.1,3.19,654
0.51,Premium,F,SI1,60,5.19,5.21,3.09,654
0.51,Good,F,SI1,58,5.05,5.08,3.22,654
0.43,Ideal,E,VVS2,57,4.79,4.85,2.98,654
0.57,Ideal,F,SI2,53,5.34,5.4,3.34,654
0.53,Ideal,G,SI1,55,5.13,5.24,3.23,654
0.53,Ideal,G,SI1,55,5.15,5.19,3.24,654
0.61,Premium,I,VS2,58,5.59,5.53,3.27,654
0.57,Very Good,H,SI1,54,5.3,5.28,3.34,654.5
0.57,Premium,H,SI1,58,5.46,5.4,3.22,654.5
0.52,Very Good,I,VS1,58,5.18,5.22,3.17,655
0.42,Ideal,H,VVS1,56,4.86,4.9,2.98,655
0.42,Ideal,G,IF,57,4.82,4.8,2.98,655
0.31,Ideal,D,IF,56,4.42,4.39,2.69,655
0.54,Good,D,SI1,57,5.22,5.14,3.3,655
0.48,Very Good,F,VS2,55,5,5.07,3.15,655.5
0.45,Very Good,D,VS2,58.4,4.83,4.86,3.04,655.5
0.52,Very Good,G,SI1,57,5.13,5.16,3.17,655.5
0.52,Very Good,G,SI1,56,5.19,5.23,3.18,655.5
0.66,Very Good,F,SI2,54,5.62,5.64,3.47,655.5
0.54,Very Good,F,SI2,57.4,5.23,5.25,3.21,655.5
0.33,Ideal,E,VVS1,57,4.43,4.46,2.75,656
0.35,Ideal,F,IF,55,4.58,4.61,2.8,656
0.51,Premium,G,SI1,61,5.19,5.12,3.11,656
0.51,Premium,G,SI1,58,5.13,5.07,3.18,656
0.51,Good,G,SI1,55,5.06,5.03,3.21,656
0.51,Ideal,G,SI1,53,5.13,5.1,3.22,656
0.51,Good,F,SI1,56,5.11,5.08,3.24,656
0.51,Very Good,F,SI1,54,5.12,5.06,3.21,656
0.51,Good,F,SI1,56,5.08,5.04,3.23,656
0.51,Ideal,H,VS2,53,5.22,5.18,3.18,656
0.41,Very Good,F,IF,58,4.75,4.79,2.94,656.5
0.55,Ideal,F,SI2,56,5.25,5.33,3.24,656.5
0.57,Ideal,G,VS2,56,5.4,5.37,3.27,656.5
0.54,Very Good,F,SI1,59,5.14,5.18,3.3,657
0.53,Ideal,H,VS2,56,5.15,5.19,3.23,657
0.46,Premium,G,VVS2,60,4.94,5.01,3.05,657
0.53,Ideal,D,SI2,57,5.26,5.3,3.19,657
0.53,Ideal,D,SI2,55,5.19,5.24,3.23,657
0.53,Ideal,D,SI2,56,5.22,5.24,3.21,657
0.53,Very Good,D,SI2,54,5.13,5.17,3.24,657
0.53,Ideal,H,VS2,56,5.17,5.18,3.23,657
0.43,Ideal,D,VS2,55,4.84,4.88,2.98,657
0.55,Ideal,H,SI1,55,5.29,5.32,3.27,657
0.54,Ideal,G,SI1,56,5.2,5.24,3.26,657
0.5,Premium,E,SI1,56,5.07,5.06,3.17,657
0.55,Premium,I,VS2,55,5.35,5.29,3.28,657
0.51,Very Good,E,SI1,53,5.16,5.19,3.19,657.5
0.57,Very Good,E,SI2,57,5.31,5.35,3.26,657.5
0.42,Good,D,VS1,62,4.95,5,2.85,657.5
0.53,Ideal,E,SI2,57,5.23,5.21,3.18,657.5
0.53,Good,I,VS1,55,5.17,5.13,3.31,657.5
0.51,Ideal,I,VVS2,54.3,5.09,5.12,3.19,658
0.5,Good,E,SI1,59,4.99,5.03,3.17,658
0.5,Good,E,SI1,55,5.04,5.09,3.23,658
0.5,Ideal,E,SI1,57,5.05,5.11,3.16,658
0.5,Ideal,E,SI1,57,5.09,5.13,3.15,658
0.5,Good,E,SI1,56,5.02,5.06,3.21,658
0.55,Very Good,F,SI1,57,5.27,5.3,3.21,658
0.5,Premium,E,SI1,58,5.15,5.18,3.11,658
0.5,Good,G,VS2,61,5.2,5.23,3.02,658
0.5,Premium,E,SI1,59,5.06,5.1,3.15,658
0.5,Good,E,SI1,57,5.03,5.06,3.19,658
0.5,Very Good,E,SI1,58,5.04,5.08,3.19,658
0.55,Ideal,F,SI1,55,5.22,5.27,3.24,658
0.5,Very Good,E,SI1,61,5.09,5.12,3.1,658
0.5,Good,E,SI1,58,4.99,5.03,3.17,658
0.5,Very Good,E,SI1,62,5.06,5.09,3.12,658
0.55,Premium,G,SI1,59,5.23,5.28,3.22,658
0.5,Premium,E,SI1,58,5.09,5.15,3.19,658
0.52,Ideal,I,VVS2,57,5.18,5.11,3.2,658
0.55,Very Good,G,SI1,61,5.32,5.29,3.19,658
0.66,Ideal,J,VS2,55,5.6,5.64,3.49,658
0.53,Ideal,D,SI2,55,5.21,5.24,3.22,658
0.54,Very Good,I,VS2,56,5.17,5.22,3.24,658.5
0.5,Very Good,I,VS1,55,5.12,5.16,3.16,658.5
0.5,Ideal,F,SI1,56,5.13,5.09,3.13,658.5
0.5,Ideal,E,SI1,56,5.13,5.06,3.21,658.5
0.51,Very Good,E,SI1,55,5.09,5.11,3.17,659
0.51,Very Good,E,SI1,55,5.17,5.2,3.15,659
0.5,Very Good,D,SI1,59,5.12,5.14,3.16,659
0.43,Ideal,G,IF,54,4.83,4.86,3.03,659
0.43,Ideal,G,IF,54,4.84,4.87,3.03,659
0.43,Ideal,G,IF,56,4.86,4.9,2.99,659
0.43,Ideal,G,IF,53,4.87,4.88,3.02,659
0.59,Good,F,SI1,62,5.45,5.5,3.26,659
0.38,Good,E,IF,58,4.74,4.77,2.81,659
0.53,Premium,D,SI2,61,5.29,5.26,3.13,659
0.53,Good,D,SI2,55,5.14,5.1,3.27,659
0.47,Ideal,D,VS2,56,4.99,5.03,3.1,659.5
0.55,Ideal,H,SI1,56,5.2,5.26,3.25,659.5
0.52,Ideal,G,SI1,54,5.16,5.19,3.22,659.5
0.31,Ideal,E,IF,57,4.36,4.39,2.67,659.5
0.44,Ideal,F,VVS1,57,4.9,4.86,3,659.5
0.59,Premium,F,SI2,61,5.38,5.33,3.31,659.5
0.52,Very Good,H,VS1,57,5.25,5.34,3.15,660
0.47,Very Good,E,VS2,57,4.92,4.95,3.09,660
0.48,Very Good,E,VS2,58.9,5.07,5.12,3.06,660
0.51,Very Good,F,SI1,55,5.14,5.16,3.18,660
0.53,Very Good,F,SI1,59,5.15,5.19,3.18,660
0.54,Very Good,E,SI1,61,5.24,5.15,3.23,660
0.52,Ideal,D,SI2,56,5.22,5.25,3.18,660
0.55,Ideal,I,SI1,55,5.28,5.33,3.25,660
0.57,Premium,E,SI2,60,5.36,5.32,3.26,660
0.57,Premium,E,SI2,57,5.42,5.35,3.27,660
0.46,Very Good,D,VS2,57,4.96,5,3.05,660.5
0.55,Premium,G,SI1,56,5.28,5.22,3.26,660.5
0.55,Premium,G,SI1,59,5.25,5.2,3.23,660.5
0.51,Ideal,G,SI1,56,5.11,5.17,3.17,660.5
0.53,Very Good,F,SI1,60,5.16,5.22,3.16,661
0.53,Very Good,F,SI1,57,5.19,5.24,3.26,661
0.5,Ideal,I,VVS2,57,5.09,5.11,3.15,661
0.41,Ideal,F,VS2,56,4.79,4.83,2.96,661
0.56,Ideal,G,SI1,59,5.26,5.32,3.24,661
0.51,Ideal,F,SI1,56,5.19,5.21,3.18,661
0.54,Good,E,SI1,59,5.37,5.32,3.06,661.5
0.52,Very Good,D,SI1,56,5.08,5.13,3.2,661.5
0.48,Premium,E,VS2,61,5.01,4.97,3.12,661.5
0.41,Ideal,F,VVS2,57,4.77,4.81,2.94,661.5
0.41,Ideal,F,VVS2,56,4.78,4.82,2.94,661.5
0.5,Fair,F,VS2,58,5.01,4.99,3.23,661.5
0.5,Fair,D,SI1,58,5,4.96,3.24,661.5
0.5,Fair,D,SI1,58,5,4.97,3.22,661.5
0.5,Fair,D,SI1,56,5.01,4.97,3.28,661.5
0.45,Premium,G,VVS1,58,4.97,4.95,2.98,661.5
0.45,Premium,G,VVS1,58,4.98,4.92,3.01,661.5
0.4,Premium,F,VVS1,59,4.76,4.74,2.86,661.5
0.4,Premium,F,VVS1,59,4.76,4.74,2.89,661.5
0.4,Premium,F,VVS1,59,4.78,4.75,2.91,661.5
0.4,Ideal,F,VVS1,55,4.78,4.75,2.92,661.5
0.4,Ideal,F,VVS1,56,4.79,4.77,2.9,661.5
0.4,Premium,F,VVS1,57,4.71,4.69,2.91,661.5
0.4,Ideal,F,VVS1,56,4.75,4.72,2.92,661.5
0.4,Ideal,F,VVS1,57,4.75,4.72,2.96,661.5
0.4,Ideal,F,VVS1,56,4.76,4.73,2.91,661.5
0.4,Premium,D,VVS2,54,4.77,4.75,2.96,661.5
0.4,Ideal,D,VVS2,56,4.78,4.75,2.92,661.5
0.4,Premium,D,VVS2,59,4.77,4.76,2.88,661.5
0.4,Premium,D,VVS2,59,4.81,4.76,2.91,661.5
0.4,Ideal,D,VVS2,56,4.74,4.71,2.93,661.5
0.4,Ideal,D,VVS2,55,4.74,4.72,2.94,661.5
0.4,Ideal,D,VVS2,56,4.76,4.74,2.94,661.5
0.4,Premium,D,VVS2,60,4.78,4.74,2.89,661.5
0.5,Premium,F,VS2,60,5.06,5.02,3.11,661.5
0.5,Good,F,VS2,57,5.08,5.04,3.23,661.5
0.6,Premium,F,SI1,59,5.39,5.31,3.37,661.5
0.53,Premium,F,SI1,58,5.19,5.17,3.18,662
0.58,Ideal,J,VS2,57,5.38,5.4,3.28,662
0.58,Ideal,J,VS1,58,5.31,5.35,3.3,662
0.85,Fair,H,I1,61,6.2,6,3.73,662
0.85,Fair,H,I1,59,5.86,5.78,3.88,662
0.59,Very Good,E,SI2,58,5.43,5.51,3.31,662.5
0.52,Ideal,G,SI1,55,5.15,5.17,3.22,662.5
0.52,Very Good,F,SI1,59,5.18,5.21,3.17,663
0.53,Very Good,E,SI1,56,5.13,5.17,3.26,663
0.46,Ideal,D,VS2,57,4.89,4.93,3.08,663
0.46,Very Good,D,VS2,58,4.94,4.97,3.02,663
0.42,Premium,F,VVS1,58,4.81,4.84,2.92,663
0.42,Ideal,F,VVS1,56,4.82,4.83,2.96,663
0.42,Ideal,D,VVS2,56,4.77,4.79,2.99,663
0.42,Ideal,F,VVS1,55,4.81,4.84,2.99,663
0.42,Ideal,D,VVS2,55,4.78,4.81,2.98,663
0.42,Ideal,D,VVS2,57,4.77,4.8,2.99,663
0.42,Ideal,D,VVS2,55,4.79,4.81,2.98,663
0.42,Ideal,D,VVS2,56,4.82,4.85,2.97,663
0.57,Ideal,I,VS2,56,5.32,5.35,3.28,663
0.45,Very Good,G,VVS1,58,4.9,4.97,3.07,663.5
0.55,Very Good,H,VS2,59,5.36,5.24,3.19,663.5
0.42,Ideal,E,VVS1,55,4.81,4.83,2.99,663.5
0.62,Ideal,G,SI2,55,5.46,5.49,3.4,663.5
0.54,Ideal,F,SI1,55,5.25,5.28,3.24,663.5
0.38,Ideal,E,VVS1,56,4.67,4.64,2.88,663.5
0.38,Ideal,E,VVS1,56,4.67,4.64,2.9,663.5
0.38,Ideal,E,VVS1,56,4.64,4.6,2.89,663.5
0.38,Premium,E,VVS1,58,4.66,4.62,2.87,663.5
0.55,Ideal,I,VS2,62,5.4,5.39,3.16,663.5
0.5,Fair,G,VS1,66,5.13,5.09,3.08,663.5
0.59,Good,E,SI2,62,5.53,5.49,3.16,663.5
0.51,Very Good,H,VS2,59.8,5.14,5.19,3.1,664
0.53,Good,E,SI1,57,5.33,5.29,3.07,664
0.62,Premium,F,SI2,60,5.48,5.45,3.37,664.5
0.43,Ideal,H,VS1,55,4.87,4.9,2.99,664.5
0.51,Ideal,G,SI1,55,5.18,5.22,3.19,664.5
0.53,Ideal,G,SI1,55,5.21,5.18,3.24,664.5
0.59,Ideal,J,VS1,56,5.52,5.48,3.23,665
0.51,Very Good,E,SI1,58,4.99,5.08,3.17,665
0.52,Ideal,E,SI1,57,5.15,5.18,3.17,665
0.45,Ideal,D,VS1,56,4.88,4.91,3.05,665
0.52,Very Good,E,SI1,54,5.11,5.15,3.23,665
0.35,Ideal,D,VVS1,55,4.58,4.6,2.79,665
0.35,Ideal,D,VVS1,56,4.58,4.59,2.78,665
0.58,Ideal,G,SI1,55,5.38,5.41,3.31,665
0.54,Premium,F,SI1,60,5.22,5.2,3.22,665
0.65,Very Good,H,SI2,56,5.53,5.56,3.44,665.5
0.5,Very Good,E,SI1,55,5.06,5.09,3.18,665.5
0.5,Very Good,E,SI1,58,5.1,5.14,3.12,665.5
0.5,Very Good,E,SI1,53,5.14,5.16,3.19,665.5
0.31,Very Good,D,IF,56,4.33,4.35,2.69,665.5
0.5,Ideal,E,SI1,57,5.05,5.08,3.15,665.5
0.5,Ideal,E,SI1,57,5.05,5.08,3.18,665.5
0.5,Ideal,E,SI1,62,5.16,5.19,3.09,665.5
0.5,Ideal,E,SI1,61,5.16,5.19,3.06,665.5
0.5,Good,E,SI1,59,5.2,5.23,3.05,665.5
0.32,Premium,H,VS2,58,4.47,4.5,2.67,252.5
0.32,Ideal,I,VS1,56,4.44,4.46,2.71,252.5
0.32,Good,I,VS1,54,4.38,4.42,2.78,252.5
0.36,Ideal,I,VS2,55,4.58,4.61,2.84,252.5
0.32,Very Good,I,VS1,56,4.31,4.37,2.71,252.5
0.32,Premium,H,VS2,60,4.39,4.41,2.67,252.5
0.32,Very Good,I,VS1,60,4.44,4.46,2.66,252.5
0.36,Premium,E,SI2,59,4.57,4.61,2.78,252.5
0.32,Very Good,H,VS2,58,4.44,4.47,2.7,252.5
0.32,Premium,I,VS1,58,4.37,4.4,2.72,252.5
0.32,Ideal,H,VS2,56,4.37,4.42,2.73,252.5
0.32,Very Good,H,VS2,55,4.38,4.41,2.76,252.5
0.36,Premium,I,VS2,59,4.54,4.58,2.86,252.5
0.32,Premium,I,VS1,58,4.35,4.39,2.68,252.5
0.32,Good,H,VS2,55,4.33,4.36,2.74,252.5
0.36,Very Good,E,SI2,57,4.5,4.54,2.83,252.5
0.32,Ideal,H,VS2,55,4.39,4.42,2.73,252.5
0.32,Premium,I,VS1,60,4.42,4.47,2.71,252.5
0.32,Premium,H,VS2,59,4.33,4.38,2.72,252.5
0.32,Ideal,H,VS2,55,4.38,4.42,2.75,252.5
0.32,Ideal,I,VS1,57,4.37,4.42,2.74,252.5
0.32,Very Good,H,VS2,57,4.35,4.38,2.75,252.5
0.3,Very Good,G,VS2,60,4.29,4.25,2.64,252.5
0.32,Premium,H,VS2,59,4.35,4.4,2.7,252.5
0.32,Very Good,H,VS2,61,4.39,4.41,2.67,252.5
0.36,Ideal,H,SI1,57,4.54,4.58,2.84,252.5
0.32,Premium,H,VS2,58,4.44,4.47,2.7,252.5
0.32,Very Good,H,VS2,57,4.37,4.39,2.73,252.5
0.32,Ideal,H,VS2,55,4.4,4.44,2.71,252.5
0.32,Ideal,H,VS2,57,4.35,4.39,2.71,252.5
0.51,Ideal,H,SI1,55,5.17,5.15,3.2,665.5
0.53,Good,E,SI1,54,5.11,5.16,3.29,666
0.58,Premium,H,SI1,59,5.51,5.48,3.21,666
0.58,Premium,H,SI1,57,5.47,5.41,3.25,666
0.58,Premium,H,SI1,55,5.38,5.35,3.33,666
0.58,Very Good,H,SI1,56,5.34,5.31,3.37,666
0.58,Ideal,F,SI2,57,5.35,5.32,3.31,666
0.5,Ideal,D,SI2,56,5.1,5.06,3.17,666
0.5,Ideal,D,SI2,55,5.14,5.07,3.19,666
0.5,Ideal,D,SI2,57,5.13,5.1,3.15,666
0.5,Ideal,H,VS2,56,5.18,5.14,3.16,666
0.5,Ideal,F,SI1,55,5.16,5.12,3.16,666
0.5,Premium,F,SI1,59,5.17,5.14,3.1,666
0.5,Fair,H,VS2,65,5.24,5.21,2.94,666
0.5,Premium,H,VS2,59,5.14,5.11,3.12,666
0.4,Ideal,E,VVS1,57,4.7,4.74,2.91,666.5
0.4,Ideal,E,VVS1,56,4.7,4.73,2.95,666.5
0.4,Very Good,E,VVS1,61,4.7,4.74,2.89,666.5
0.4,Ideal,E,VVS1,56,4.7,4.73,2.9,666.5
0.5,Good,F,VS2,58,5.02,5.05,3.2,666.5
0.4,Premium,G,IF,58,4.79,4.85,2.88,666.5
0.4,Ideal,G,IF,55,4.76,4.79,2.93,666.5
0.4,Very Good,E,VVS1,57,4.65,4.71,2.94,666.5
0.4,Premium,G,IF,58,4.73,4.77,2.89,666.5
0.4,Premium,E,VVS1,59,4.68,4.74,2.89,666.5
0.38,Ideal,F,IF,55,4.64,4.66,2.89,666.5
0.4,Ideal,E,VVS1,56,4.75,4.78,2.93,666.5
0.5,Very Good,F,VS2,59,5.03,5.13,3.08,666.5
0.5,Good,D,SI1,60,5,5.03,3.2,666.5
0.4,Ideal,E,VVS1,57,4.67,4.72,2.93,666.5
0.4,Ideal,G,IF,55,4.73,4.76,2.95,666.5
0.57,Ideal,D,SI2,53,5.32,5.34,3.32,666.5
0.39,Ideal,E,IF,56,4.71,4.75,2.9,666.5
0.39,Ideal,E,IF,57,4.73,4.76,2.9,666.5
0.62,Good,E,SI2,65,5.54,5.48,3.27,666.5
0.56,Ideal,F,SI1,55,5.3,5.34,3.27,667
0.44,Ideal,E,VVS2,57,4.92,4.9,2.98,667
0.44,Premium,E,VVS2,59,4.99,4.95,2.98,667
0.44,Ideal,E,VVS2,56,4.93,4.88,3.03,667
0.44,Ideal,E,VVS2,57,4.95,4.9,3,667
0.44,Ideal,E,VVS2,56,4.91,4.88,3.03,667
0.51,Fair,F,VS2,66,5.12,5.04,3.1,667
0.85,Fair,J,I1,59,5.95,5.82,3.86,667
0.89,Fair,H,I1,66,6.21,6.09,3.62,667
0.53,Premium,G,VS2,60,5.24,5.28,3.15,667.5
0.53,Ideal,F,SI2,56,5.25,5.3,3.18,667.5
0.49,Very Good,D,VS2,53,4.94,4.99,3.18,668
0.53,Very Good,G,SI1,57,5.18,5.21,3.2,668
0.41,Ideal,G,IF,57,4.77,4.76,2.96,668
0.58,Good,E,SI1,64,5.48,5.42,3.23,668
0.58,Very Good,G,VS2,58,5.36,5.28,3.36,668
0.44,Very Good,E,VVS2,59,4.98,4.99,2.97,668.5
0.5,Very Good,H,VS2,58,5.08,5.1,3.2,668.5
0.5,Very Good,H,VS2,57,5.03,5.12,3.16,668.5
0.5,Very Good,H,VS2,56,5.06,5.11,3.17,668.5
0.5,Very Good,E,SI1,55,5.1,5.15,3.13,668.5
0.5,Very Good,D,SI1,57,5.04,5.1,3.22,668.5
0.45,Ideal,E,VVS2,56,4.91,4.95,3.05,668.5
0.52,Ideal,F,SI1,56,5.31,5.29,3.2,668.5
0.5,Ideal,E,SI1,59,5.13,5.16,3.12,668.5
0.5,Ideal,E,SI1,57,5.08,5.11,3.14,668.5
0.5,Ideal,E,SI1,60,5.06,5.09,3.14,668.5
0.54,Good,H,VS2,55,5.2,5.24,3.3,669
0.54,Ideal,H,VS2,57,5.28,5.33,3.19,669
0.54,Very Good,H,VS2,58,5.16,5.19,3.24,669
0.46,Ideal,H,VVS1,53.4,4.95,5.01,3.1,669
0.6,Ideal,D,SI2,59,5.42,5.48,3.34,669
0.52,Premium,F,SI1,59,5.31,5.24,3.14,669
0.52,Very Good,G,SI1,55,5.1,5.07,3.22,669
0.52,Good,G,SI1,56,5.09,5.07,3.23,669
0.52,Very Good,G,SI1,57,5.11,5.08,3.22,669
0.52,Premium,G,SI1,62,5.23,5.18,3.1,669
0.52,Premium,G,SI1,61,5.14,5.11,3.22,669
0.52,Good,F,SI1,56,5.12,5.07,3.25,669
0.52,Premium,F,SI1,61,5.3,5.28,3.1,669
0.56,Very Good,F,SI1,56,5.26,5.22,3.32,669
0.52,Ideal,G,SI1,56,5.16,5.13,3.22,669
0.5,Good,F,VS2,57,4.93,4.97,3.23,669.5
0.57,Very Good,G,SI1,59,5.28,5.31,3.28,670
0.56,Premium,G,SI1,59,5.34,5.36,3.22,670
0.56,Ideal,F,SI1,57,5.28,5.3,3.25,670
0.56,Very Good,G,SI1,59,5.38,5.4,3.17,670
0.56,Ideal,G,SI1,56,5.21,5.28,3.28,670
0.56,Good,F,SI1,56,5.24,5.29,3.33,670
0.54,Ideal,E,SI2,57,5.28,5.25,3.19,670
0.54,Ideal,E,SI2,56,5.3,5.25,3.2,670
0.54,Ideal,E,SI2,57,5.33,5.27,3.2,670
0.51,Fair,E,SI1,61,5.43,5.35,3.01,670
0.51,Very Good,E,SI1,63,5.13,5.06,3.07,670
0.51,Premium,E,SI1,61,5.27,5.22,3.05,670
0.54,Premium,G,SI1,60,5.24,5.2,3.19,670
0.53,Ideal,I,VVS2,56,5.21,5.28,3.21,670.5
0.52,Ideal,E,SI1,54,5.17,5.2,3.22,670.5
0.68,Good,J,VS1,65,5.63,5.57,3.45,670.5
0.6,Premium,H,SI1,61,5.54,5.5,3.25,670.5
0.43,Ideal,G,IF,57,4.84,4.81,2.97,670.5
0.37,Ideal,F,VVS1,57,4.71,4.75,2.8,671
0.58,Ideal,D,SI2,56,5.3,5.32,3.33,671
0.58,Ideal,D,SI2,57,5.36,5.4,3.29,671
0.6,Ideal,I,SI1,58,5.37,5.41,3.35,671
0.52,Very Good,G,SI1,58,5.11,5.13,3.23,671.5
0.52,Very Good,E,SI1,62,5.16,5.18,3.16,671.5
0.52,Very Good,E,SI1,56,5.17,5.2,3.15,671.5
0.51,Ideal,E,SI1,55,5.12,5.14,3.18,671.5
0.51,Ideal,E,SI1,56,5.17,5.2,3.17,671.5
0.51,Ideal,E,SI1,55,5.09,5.14,3.19,671.5
0.51,Very Good,E,SI1,61,5.06,5.07,3.18,671.5
0.51,Good,G,VS2,56,5.07,5.1,3.25,671.5
0.51,Ideal,E,SI1,56,5.07,5.1,3.18,671.5
0.51,Ideal,E,SI1,55,5.13,5.17,3.18,671.5
0.51,Very Good,E,SI1,58,5.1,5.13,3.12,671.5
0.51,Ideal,E,SI1,56,5.12,5.15,3.2,671.5
0.51,Good,E,SI1,56,5.07,5.11,3.25,671.5
0.51,Good,G,VS2,57,5.05,5.06,3.21,671.5
0.51,Premium,E,SI1,58,5.11,5.15,3.17,671.5
0.51,Good,E,SI1,54,5.07,5.1,3.23,671.5
0.51,Good,E,SI1,61,5.05,5.08,3.2,671.5
0.51,Premium,G,VS2,59,5.11,5.17,3.15,671.5
0.51,Good,E,SI1,54,5.05,5.09,3.24,671.5
0.51,Very Good,G,VS2,57,5.1,5.15,3.21,671.5
0.51,Very Good,H,VS1,58,5.09,5.12,3.19,671.5
0.51,Ideal,G,VS2,56,5.11,5.18,3.19,671.5
0.58,Ideal,G,SI2,55,5.4,5.36,3.35,671.5
0.56,Ideal,I,SI1,56,5.28,5.31,3.25,671.5
0.56,Ideal,H,SI1,58,5.27,5.3,3.27,671.5
0.54,Very Good,D,SI2,57,5.19,5.16,3.27,671.5
0.52,Premium,D,SI1,60,5.26,5.19,3.12,672
0.46,Very Good,E,VS2,59.4,5.05,5.1,2.99,672.5
0.62,Premium,G,SI2,61,5.49,5.44,3.29,672.5
0.56,Ideal,G,SI1,57,5.26,5.23,3.28,672.5
0.5,Very Good,F,VS2,57,5.01,4.96,3.16,672.5
0.56,Ideal,G,SI1,56,5.27,5.25,3.31,672.5
0.56,Premium,G,SI1,55,5.28,5.26,3.31,672.5
0.54,Very Good,F,SI1,55,5.23,5.29,3.22,673
0.57,Very Good,F,SI1,55,5.32,5.37,3.32,673
0.54,Ideal,I,VVS2,54,5.25,5.29,3.25,673
0.58,Ideal,E,SI2,56,5.3,5.37,3.35,673
0.52,Ideal,G,SI1,56,5.24,5.27,3.15,673
0.51,Ideal,F,SI1,56,5.11,5.16,3.18,673
0.51,Ideal,D,SI1,55,5.07,5.11,3.2,673
0.55,Premium,J,SI1,59,5.33,5.28,3.21,674
0.62,Very Good,F,SI2,52,5.39,5.53,3.45,674
0.44,Ideal,G,IF,54,4.89,4.92,3.05,674
0.44,Ideal,G,IF,53,4.9,4.94,3.06,674
0.5,Good,E,VS2,64,4.98,5,3.16,674
0.5,Fair,F,VS1,68,5.02,4.96,3.14,674
0.5,Premium,E,SI1,61,5.1,4.98,3.15,674
0.5,Very Good,H,VS2,56,4.99,5.11,3.16,674.5
0.48,Very Good,E,SI1,58.5,4.99,5.01,3.14,674.5
0.41,Very Good,D,VVS1,56,4.74,4.77,2.98,674.5
0.41,Premium,D,VVS1,58,4.71,4.77,2.95,674.5
0.52,Good,G,VS2,57,5.09,5.11,3.23,674.5
0.5,Ideal,H,VS2,56,5.12,5.16,3.15,674.5
0.4,Good,F,VVS1,61,4.71,4.73,2.92,674.5
0.54,Premium,F,SI1,57,5.23,5.18,3.28,674.5
0.51,Good,D,SI1,58,5.06,5.03,3.23,674.5
0.51,Premium,F,SI1,61,5.26,5.21,3.11,674.5
0.53,Very Good,I,VS1,58,5.24,5.28,3.15,675
0.54,Ideal,G,SI1,56,5.2,5.22,3.25,675
0.54,Ideal,G,SI1,58,5.21,5.27,3.24,675
0.52,Good,F,SI2,64,5.24,5.26,3.08,675
0.6,Good,G,SI1,56,5.21,5.26,3.42,675
